consulta,categoria,respuesta,respuesta_compuesta,respuestas_compuestas
¿Las notas de recuperación reemplazan las anteriores?,calificaciones,"Sí, si apruebas un examen de recuperación, la nota final será actualizada en el sistema, aunque se registrará el intento anterior para control interno.","Con respecto a tu pregunta sobre las notas de recuperación reemplazan las anteriores,, Sí, si apruebas un examen de recuperación, la nota final será actualizada en el sistema, aunque se registrará el intento anterior para control interno.","Con respecto a tu pregunta sobre las notas de recuperación reemplazan las anteriores,, Sí, si apruebas un examen de recuperación, la nota final será actualizada en el sistema, aunque se registrará el intento anterior para control interno."
¿Dónde puedo descargar mi historial de calificaciones?,calificaciones,Puedes descargar tu historial académico con todas tus calificaciones desde el portal estudiantil en formato PDF desde la sección 'Documentos'.,"Puedes hacerlo en el lugar donde, Puedes descargar tu historial académico con todas tus calificaciones desde el portal estudiantil en formato PDF desde la sección 'Documentos'.","Puedes realizarlo en el lugar donde, Puedes descargar tu historial académico con todas tus calificaciones desde el portal estudiantil en formato PDF desde la sección 'Documentos'."
¿Qué pasa si no estoy de acuerdo con mi nota?,calificaciones,"Debes hablar primero con tu profesor. Si no llegas a un acuerdo, puedes elevar una solicitud de revisión ante el coordinador académico.","Lo que necesitas saber sobre pasa si no estoy de acuerdo con mi nota es, Debes hablar primero con tu profesor. Si no llegas a un acuerdo, puedes elevar una solicitud de revisión ante el coordinador académico.","Lo que necesitas saber sobre pasa si no estoy de acuerdo con mi nota es, Debes hablar primero con tu profesor. Si no llegas a un acuerdo, puedes elevar una solicitud de revisión ante el coordinador académico."
¿Cómo verifico si una nota fue modificada?,calificaciones,Puedes consultar el historial de modificaciones de nota en el portal o preguntar directamente en servicios escolares.,"Para verifico si una nota fue modificada, Puedes consultar el historial de modificaciones de nota en el portal o preguntar directamente en servicios escolares.","Cómo verifico si una nota fue modificada, Puedes consultar el historial de modificaciones de nota en el portal o preguntar directamente en servicios escolares."
¿Me pueden dar una constancia de promedio?,calificaciones,"Sí, puedes solicitar una constancia de promedio en servicios escolares. Necesitas tu credencial vigente y realizar el pago correspondiente.","Con respecto a tu pregunta sobre me pueden dar una constancia de promedio,, Sí, puedes solicitar una constancia de promedio en servicios escolares. Necesitas tu credencial vigente y realizar el pago correspondiente.","Con respecto a tu pregunta sobre me pueden dar una constancia de promedio,, Sí, puedes solicitar una constancia de promedio en servicios escolares. Necesitas tu credencial vigente y realizar el pago correspondiente."
¿Qué hacer si tengo nota incompleta?,calificaciones,Una nota incompleta se asigna cuando el estudiante no termina alguna evaluación por causa justificada. Debes completarla en el plazo acordado con el docente.,"Lo que necesitas saber sobre hacer si tengo nota incompleta es, Una nota incompleta se asigna cuando el estudiante no termina alguna evaluación por causa justificada. Debes completarla en el plazo acordado con el docente.","Lo que necesitas saber sobre hacer si tengo nota incompleta es, Una nota incompleta se asigna cuando el estudiante no termina alguna evaluación por causa justificada. Debes completarla en el plazo acordado con el docente."
¿Cómo afecta la nota de participación en mi promedio?,calificaciones,"La participación puede representar entre el 10% y 20% de la nota final, dependiendo del criterio del profesor indicado en el plan de curso.","Para afecta la nota de participación en mi promedio, La participación puede representar entre el 10% y 20% de la nota final, dependiendo del criterio del profesor indicado en el plan de curso.","Cómo afecta la nota de participación en mi promedio, La participación puede representar entre el 10% y 20% de la nota final, dependiendo del criterio del profesor indicado en el plan de curso."
¿Qué documentos debo presentar si me reincorporo después de una baja?,matriculas,"Debes presentar una carta de reincorporación, tu historial académico y una copia de tu identificación vigente en servicios escolares.","Lo que necesitas saber sobre documentos debo presentar si me reincorporo después de una baja es, Debes presentar una carta de reincorporación, tu historial académico y una copia de tu identificación vigente en servicios escolares.","Lo que necesitas saber sobre documentos debo presentar si me reincorporo después de una baja es, Debes presentar una carta de reincorporación, tu historial académico y una copia de tu identificación vigente en servicios escolares."
¿Puedo pagar solo una parte de la inscripción para asegurar mi cupo?,matriculas,"Sí, puedes pagar una cuota inicial según el plan de pagos autorizado por finanzas. Esto reserva temporalmente tu lugar.","Con respecto a tu pregunta sobre puedo pagar solo una parte de la inscripción para asegurar mi cupo,, Sí, puedes pagar una cuota inicial según el plan de pagos autorizado por finanzas. Esto reserva temporalmente tu lugar.","Con respecto a tu pregunta sobre puedo pagar solo una parte de la inscripción para asegurar mi cupo,, Sí, puedes pagar una cuota inicial según el plan de pagos autorizado por finanzas. Esto reserva temporalmente tu lugar."
¿Qué hago si me equivoqué al seleccionar una materia?,matriculas,Puedes corregirlo durante la primera semana de clases desde el portal estudiantil o solicitando apoyo en servicios escolares.,"Lo que necesitas saber sobre hago si me equivoqué al seleccionar una materia es, Puedes corregirlo durante la primera semana de clases desde el portal estudiantil o solicitando apoyo en servicios escolares.","Lo que necesitas saber sobre hago si me equivoqué al seleccionar una materia es, Puedes corregirlo durante la primera semana de clases desde el portal estudiantil o solicitando apoyo en servicios escolares."
¿Puedo inscribirme aunque tenga una materia pendiente de validación?,matriculas,"Sí, puedes hacer una inscripción provisional mientras se resuelve el proceso de validación, pero quedará sujeta a aprobación final.","Con respecto a tu pregunta sobre puedo inscribirme aunque tenga una materia pendiente de validación,, Sí, puedes hacer una inscripción provisional mientras se resuelve el proceso de validación, pero quedará sujeta a aprobación final.","Con respecto a tu pregunta sobre puedo inscribirme aunque tenga una materia pendiente de validación,, Sí, puedes hacer una inscripción provisional mientras se resuelve el proceso de validación, pero quedará sujeta a aprobación final."
¿Es posible obtener un descuento por inscripción grupal?,matriculas,"No, actualmente no se aplican descuentos por inscripción grupal, pero puedes consultar convenios institucionales con beneficios.","Con respecto a tu pregunta sobre es posible obtener un descuento por inscripción grupal,, No, actualmente no se aplican descuentos por inscripción grupal, pero puedes consultar convenios institucionales con beneficios.","Con respecto a tu pregunta sobre es posible obtener un descuento por inscripción grupal,, No, actualmente no se aplican descuentos por inscripción grupal, pero puedes consultar convenios institucionales con beneficios."
¿Puedo dejar mis pertenencias en un casillero por varios días?,instalaciones,No está permitido dejar objetos en los casilleros por más de un día. Estos deben vaciarse al finalizar la jornada para permitir el uso a otros estudiantes.,"Con respecto a tu pregunta sobre puedo dejar mis pertenencias en un casillero por varios días,, No está permitido dejar objetos en los casilleros por más de un día. Estos deben vaciarse al finalizar la jornada para permitir el uso a otros estudiantes.","Con respecto a tu pregunta sobre puedo dejar mis pertenencias en un casillero por varios días,, No está permitido dejar objetos en los casilleros por más de un día. Estos deben vaciarse al finalizar la jornada para permitir el uso a otros estudiantes."
¿Las aulas están equipadas con proyectores?,instalaciones,"Sí, la mayoría de las aulas cuentan con proyectores. Si no lo tienen, puedes solicitar uno en el centro de medios.","Con respecto a tu pregunta sobre las aulas están equipadas con proyectores,, Sí, la mayoría de las aulas cuentan con proyectores. Si no lo tienen, puedes solicitar uno en el centro de medios.","Con respecto a tu pregunta sobre las aulas están equipadas con proyectores,, Sí, la mayoría de las aulas cuentan con proyectores. Si no lo tienen, puedes solicitar uno en el centro de medios."
